# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	924184	926025	+							CSAC_RS04150	1842		old_locus_tag=Csac_0821
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	924184	926025	+	WP_011916387.1	WP_011916387.1		EAL domain-containing protein			CSAC_RS04150	1842	613	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	926178	926804	+							CSAC_RS04155	627		old_locus_tag=Csac_0822
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	926178	926804	+	WP_011916388.1	WP_011916388.1		phosphoribosyltransferase			CSAC_RS04155	627	208	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	926904	927428	+							CSAC_RS04160	525		old_locus_tag=Csac_0823
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	926904	927428	+	WP_011916389.1	WP_011916389.1		helix-turn-helix domain-containing protein			CSAC_RS04160	525	174	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	927449	928360	+							CSAC_RS04165	912		old_locus_tag=Csac_0824
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	927449	928360	+	WP_011916390.1	WP_011916390.1		hypothetical protein			CSAC_RS04165	912	303	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	928384	929250	+							CSAC_RS04170	867		old_locus_tag=Csac_0825
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	928384	929250	+	WP_011916391.1	WP_011916391.1		hypothetical protein			CSAC_RS04170	867	288	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	929448	930305	+							CSAC_RS04175	858		old_locus_tag=Csac_0826
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	929448	930305	+	WP_011916392.1	WP_011916392.1		cation diffusion facilitator family transporter			CSAC_RS04175	858	285	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	930456	930944	+					greA		CSAC_RS04180	489		old_locus_tag=Csac_0827
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	930456	930944	+	WP_011916393.1	WP_011916393.1		transcription elongation factor GreA	greA		CSAC_RS04180	489	162	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	930968	932455	+					lysS		CSAC_RS04185	1488		old_locus_tag=Csac_0828
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	930968	932455	+	WP_011916394.1	WP_011916394.1		lysine--tRNA ligase	lysS		CSAC_RS04185	1488	495	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	932565	933566	+							CSAC_RS04190	1002		old_locus_tag=Csac_0829
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	932565	933566	+	WP_011916395.1	WP_011916395.1		acyl-CoA dehydratase activase-related protein			CSAC_RS04190	1002	333	
gene	pseudogene	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	933632	933990	+							CSAC_RS04195	359		partial;pseudo;old_locus_tag=Csac_0830
CDS	without_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	933632	933990	+				IS607 family transposase			CSAC_RS04195	359		partial;pseudo
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	934001	935464	+							CSAC_RS04200	1464		old_locus_tag=Csac_0831
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	934001	935464	+	WP_011916397.1	WP_011916397.1		IS200/IS605 family accessory protein TnpB-related protein			CSAC_RS04200	1464	487	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	935617	936768	+							CSAC_RS04205	1152		old_locus_tag=Csac_0832
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	935617	936768	+	WP_011916398.1	WP_011916398.1		hypothetical protein			CSAC_RS04205	1152	383	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	936765	937724	+							CSAC_RS04210	960		old_locus_tag=Csac_0833
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	936765	937724	+	WP_011916399.1	WP_011916399.1		acyl-CoA dehydratase activase			CSAC_RS04210	960	319	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	937907	938629	+							CSAC_RS04215	723		old_locus_tag=Csac_0834
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	937907	938629	+	WP_011916400.1	WP_011916400.1		M20/M25/M40 family metallo-hydrolase			CSAC_RS04215	723	240	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	938878	939759	+					ilvE		CSAC_RS04220	882		old_locus_tag=Csac_0835
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	938878	939759	+	WP_011916401.1	WP_011916401.1		branched-chain-amino-acid transaminase	ilvE		CSAC_RS04220	882	293	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	939790	941448	+					ilvD		CSAC_RS04225	1659		old_locus_tag=Csac_0836
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	939790	941448	+	WP_011916402.1	WP_011916402.1		dihydroxy-acid dehydratase	ilvD		CSAC_RS04225	1659	552	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	941476	943134	+					ilvB		CSAC_RS04230	1659		old_locus_tag=Csac_0837
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	941476	943134	+	WP_011916403.1	WP_011916403.1		biosynthetic-type acetolactate synthase large subunit	ilvB		CSAC_RS04230	1659	552	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	943716	944303	-							CSAC_RS04235	588		old_locus_tag=Csac_0838
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	943716	944303	-	WP_011916404.1	WP_011916404.1		VanZ family protein			CSAC_RS04235	588	195	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	944525	945316	-					istB		CSAC_RS04240	792		old_locus_tag=Csac_0839
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	944525	945316	-	WP_011915663.1	WP_011915663.1		IS21-like element ISCsa9 family helper ATPase IstB	istB		CSAC_RS04240	792	263	
gene	pseudogene	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	945313	945756	-							CSAC_RS04245	444		partial;pseudo;old_locus_tag=Csac_0840
CDS	without_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	945313	945756	-				hypothetical protein			CSAC_RS04245	444		partial;pseudo
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	945927	947156	-							CSAC_RS04255	1230		old_locus_tag=Csac_0842
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	945927	947156	-	WP_011915673.1	WP_011915673.1		IS256-like element ISCsa2 family transposase			CSAC_RS04255	1230	409	
gene	pseudogene	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	947227	948054	+							CSAC_RS14625	828		partial;pseudo;old_locus_tag=Csac_0843
CDS	without_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	947227	948054	+				IS110-like element ISCsa4 family transposase			CSAC_RS14625	828		partial;pseudo
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	948125	949354	+							CSAC_RS04265	1230		old_locus_tag=Csac_0844
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	948125	949354	+	WP_011915673.1	WP_011915673.1		IS256-like element ISCsa2 family transposase			CSAC_RS04265	1230	409	
gene	pseudogene	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	949354	949740	+							CSAC_RS04270	387		partial;pseudo;old_locus_tag=Csac_0845
CDS	without_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	949354	949740	+				transposase			CSAC_RS04270	387		partial;pseudo
gene	pseudogene	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	950309	951415	-					istA		CSAC_RS04275	1107		partial;pseudo;old_locus_tag=Csac_0846
CDS	without_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	950309	951415	-				IS21-like element ISCsa9 family transposase	istA		CSAC_RS04275	1107		partial;pseudo
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	953443	954036	+							CSAC_RS04285	594		old_locus_tag=Csac_0847
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	953443	954036	+	WP_011916411.1	WP_011916411.1		hypothetical protein			CSAC_RS04285	594	197	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	954056	954643	+							CSAC_RS04290	588		old_locus_tag=Csac_0848
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	954056	954643	+	WP_011916412.1	WP_011916412.1		hypothetical protein			CSAC_RS04290	588	195	
gene	pseudogene	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	954904	955020	-							CSAC_RS14410	117		partial;pseudo
CDS	without_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	954904	955020	-				transposase			CSAC_RS14410	117		partial;pseudo
gene	pseudogene	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	955162	956363	+							CSAC_RS04295	1202		pseudo
CDS	without_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	955162	956363	+				IS256 family transposase			CSAC_RS04295	1202		pseudo
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	957037	957642	+							CSAC_RS04300	606		old_locus_tag=Csac_0851
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	957037	957642	+	WP_011916414.1	WP_011916414.1		amidase domain-containing protein			CSAC_RS04300	606	201	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	957662	958333	+							CSAC_RS04305	672		old_locus_tag=Csac_0852
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	957662	958333	+	WP_011916415.1	WP_011916415.1		hypothetical protein			CSAC_RS04305	672	223	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	958534	959484	-							CSAC_RS04310	951		old_locus_tag=Csac_0853
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	958534	959484	-	WP_011916416.1	WP_011916416.1		glycosidase			CSAC_RS04310	951	316	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	959628	960044	+							CSAC_RS04315	417		old_locus_tag=Csac_0854
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	959628	960044	+	WP_011916417.1	WP_011916417.1		secondary thiamine-phosphate synthase enzyme YjbQ			CSAC_RS04315	417	138	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	960113	960445	+							CSAC_RS15040	333		
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	960113	960445	+	WP_049754833.1	WP_049754833.1		hypothetical protein			CSAC_RS15040	333	110	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	960622	961530	+							CSAC_RS15045	909		
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	960622	961530	+	WP_228370019.1	WP_228370019.1		methyl-accepting chemotaxis protein			CSAC_RS15045	909	302	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	961540	962697	-							CSAC_RS04325	1158		old_locus_tag=Csac_0856
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	961540	962697	-	WP_011916418.1	WP_011916418.1		IS481-like element ISCsa6 family transposase			CSAC_RS04325	1158	385	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	963214	964404	+					metK		CSAC_RS04330	1191		old_locus_tag=Csac_0857
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	963214	964404	+	WP_011916419.1	WP_011916419.1		methionine adenosyltransferase	metK		CSAC_RS04330	1191	396	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	964488	964892	+							CSAC_RS04335	405		old_locus_tag=Csac_0858
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	964488	964892	+	WP_011916420.1	WP_011916420.1		TIGR04086 family membrane protein			CSAC_RS04335	405	134	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	965029	965613	+							CSAC_RS04340	585		old_locus_tag=Csac_0859
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	965029	965613	+	WP_011916421.1	WP_011916421.1		hypothetical protein			CSAC_RS04340	585	194	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	965668	968079	+					recJ		CSAC_RS04345	2412		old_locus_tag=Csac_0860
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	965668	968079	+	WP_011916422.1	WP_011916422.1		single-stranded-DNA-specific exonuclease RecJ	recJ		CSAC_RS04345	2412	803	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	968079	968510	+							CSAC_RS04350	432		old_locus_tag=Csac_0861
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	968079	968510	+	WP_011916423.1	WP_011916423.1		NfeD family protein			CSAC_RS04350	432	143	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	968552	969487	+							CSAC_RS04355	936		old_locus_tag=Csac_0862
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	968552	969487	+	WP_011916424.1	WP_011916424.1		SPFH/Band 7/PHB domain protein			CSAC_RS04355	936	311	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	969533	969895	+							CSAC_RS04360	363		old_locus_tag=Csac_0863
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	969533	969895	+	WP_011916425.1	WP_011916425.1		YlbF family regulator			CSAC_RS04360	363	120	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	969924	972650	+							CSAC_RS04365	2727		old_locus_tag=Csac_0864
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	969924	972650	+	WP_011916426.1	WP_011916426.1		UPF0182 family protein			CSAC_RS04365	2727	908	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	973221	974507	+							CSAC_RS04370	1287		old_locus_tag=Csac_0865
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	973221	974507	+	WP_011916427.1	WP_011916427.1		class II aldolase/adducin family protein			CSAC_RS04370	1287	428	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	974534	975589	+							CSAC_RS04375	1056		old_locus_tag=Csac_0866
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	974534	975589	+	WP_011916428.1	WP_011916428.1		class II aldolase/adducin family protein			CSAC_RS04375	1056	351	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	975653	976963	-							CSAC_RS04380	1311		old_locus_tag=Csac_0867
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	975653	976963	-	WP_011916429.1	WP_011916429.1		PHP domain-containing protein			CSAC_RS04380	1311	436	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	976982	977761	-					srlD		CSAC_RS04385	780		old_locus_tag=Csac_0868
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	976982	977761	-	WP_011916430.1	WP_011916430.1		sorbitol-6-phosphate dehydrogenase	srlD		CSAC_RS04385	780	259	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	977967	979232	+							CSAC_RS04390	1266		old_locus_tag=Csac_0869
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	977967	979232	+	WP_011916431.1	WP_011916431.1		zinc-binding dehydrogenase			CSAC_RS04390	1266	421	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	979265	979972	+					lipB		CSAC_RS04395	708		old_locus_tag=Csac_0870
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	979265	979972	+	WP_011916432.1	WP_011916432.1		lipoyl(octanoyl) transferase LipB	lipB		CSAC_RS04395	708	235	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	979969	980826	+					lipA		CSAC_RS04400	858		old_locus_tag=Csac_0871
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	979969	980826	+	WP_011916433.1	WP_011916433.1		lipoyl synthase	lipA		CSAC_RS04400	858	285	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	980993	982375	+							CSAC_RS04405	1383		old_locus_tag=Csac_0872
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	980993	982375	+	WP_011916434.1	WP_011916434.1		2-oxo acid dehydrogenase subunit E2			CSAC_RS04405	1383	460	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	982421	983785	+					lpdA		CSAC_RS04410	1365		old_locus_tag=Csac_0873
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	982421	983785	+	WP_011916435.1	WP_011916435.1		dihydrolipoyl dehydrogenase	lpdA		CSAC_RS04410	1365	454	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	983814	986285	+							CSAC_RS04415	2472		old_locus_tag=Csac_0874
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	983814	986285	+	WP_011916436.1	WP_011916436.1		alpha-ketoacid dehydrogenase subunit alpha/beta			CSAC_RS04415	2472	823	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	986323	987093	+							CSAC_RS04420	771		old_locus_tag=Csac_0875
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	986323	987093	+	WP_041722756.1	WP_041722756.1		DeoR/GlpR family DNA-binding transcription regulator			CSAC_RS04420	771	256	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	987120	988400	+							CSAC_RS04425	1281		old_locus_tag=Csac_0876
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	987120	988400	+	WP_011916438.1	WP_011916438.1		L-rhamnose isomerase			CSAC_RS04425	1281	426	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	988471	989955	-							CSAC_RS04430	1485		old_locus_tag=Csac_0877
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	988471	989955	-	WP_011916439.1	WP_011916439.1		L-fucose/L-arabinose isomerase family protein			CSAC_RS04430	1485	494	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	990223	991539	+					tig		CSAC_RS04435	1317		old_locus_tag=Csac_0878
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	990223	991539	+	WP_011916440.1	WP_011916440.1		trigger factor	tig		CSAC_RS04435	1317	438	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	991582	992169	+					clpP		CSAC_RS04440	588		old_locus_tag=Csac_0879
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	991582	992169	+	WP_011916441.1	WP_011916441.1		ATP-dependent Clp endopeptidase proteolytic subunit ClpP	clpP		CSAC_RS04440	588	195	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	992196	993497	+					clpX		CSAC_RS04445	1302		old_locus_tag=Csac_0880
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	992196	993497	+	WP_011916442.1	WP_011916442.1		ATP-dependent Clp protease ATP-binding subunit ClpX	clpX		CSAC_RS04445	1302	433	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	993710	994714	+							CSAC_RS04450	1005		old_locus_tag=Csac_0881
